City,Ease_of_Transport_Rank,Transport_level
Darco,74569,Low
Darilek,74570,Low
Darrouzett,74571,Low
Datura,74572,Low
Davilla,74573,Low
Davis Prairie,74574,Low
Dayton Lakes,74575,Low
De Berry,74576,Low
De Leon,74577,Low
Decordova,74578,Low
Deanwright,74579,Low
Decker Prairie,74580,Low
Deep Water Point Estates,74581,Low
Deep Well Crossing,74582,Low
Del Norte Acres,74583,Low
Del Norte Heights,74584,Low
Delba,74585,Low
Dell City,74586,Low
Delmita,74587,Low
Delrose,74588,Low
Democrat Crossing,74589,Low
Denhawken,74590,Low
Denman Crossroads,74591,Low
Denver City,74592,Low
Denworth,74593,Low
Deport,74594,Low
Derden,74595,Low
Dernal,74596,Low
Desdemona,74597,Low
Desert,74598,Low
Dessau,74599,Low
Devers,74600,Low
Devils Shores,74601,Low
Dew,74602,Low
Dewalt,74603,Low
Dewees,74604,Low
Dewville,74605,Low
Dextra,74606,Low
Dialville,74607,Low
Diboll,74608,Low
Dicey,74609,Low
Dickworsham,74610,Low
Dies,74611,Low
Dies Community,74612,Low
Dime Box,74613,Low
Dimmitt,74614,Low
Dinero,74615,Low
Dingerville,74616,Low
Direct,74617,Low
Dirgin,74618,Low
Dittlinger,74619,Low
Divot,74620,Low
Dobbin,74621,Low
Dobrowolski,74622,Low
Doc Brown,74623,Low
Doffing,74624,Low
Dolen,74625,Low
Domino,74626,Low
Don-Tol,74627,Low
Donahoe,74628,Low
Donie,74629,Low
Donna,74630,Low
Doole,74631,Low
Double Bayou,74632,Low
Double Ford,74633,Low
Double Mountain,74634,Low
Double Oak,74635,Low
Doucette,74636,Low
Doud,74637,Low
Douro,74638,Low
Dowdel Settlement,74639,Low
Dreka,74640,Low
Drews Landing,74641,Low
Dreyer,74642,Low
Dreyfoos,74643,Low
Drop,74644,Low
Druso,74645,Low
Dryden Crossing,74646,Low
Dubina,74647,Low
Ducat Settlement,74648,Low
Duffau,74649,Low
Dug Ford,74650,Low
Duke Crossing,74651,Low
Dulin,74652,Low
Dumas Junction,74653,Low
Dunnam,74654,Low
Dunns Fort,74655,Low
Dupre,74656,Low
Durenville,74657,Low
Duster,74658,Low
Dyersdale,74659,Low
Eagle Acres,74660,Low
Eagle Flat,74661,Low
Eagle Ford,74662,Low
Eagle Pass,74663,Low
Earls,74664,Low
Earlywine,74665,Low
Earth,74666,Low
Easley Chapel,74667,Low
East Bernard,74668,Low
East Caney,74669,Low
East Columbia,74670,Low
East Delta,74671,Low
East Houston,74672,Low
East La Porte,74673,Low
East Tawakoni,74674,Low
East Waco,74675,Low
Easter,74676,Low
Easterly,74677,Low
Echo Forest,74678,Low
Ecleto,74679,Low
Eclipse,74680,Low
Ector,74681,Low
Edcouch,74682,Low
Ederville,74683,Low
Edge,74684,Low
Edgecliff Village,74685,Low
Edgewater Paisano,74686,Low
Edgeworth Place,74687,Low
Edhube,74688,Low
Edna Hill,74689,Low
Edroy,74690,Low
Edwards Place,74691,Low
Eichelberger Crossing,74692,Low
Eidson Road,74693,Low
El Bernardo,74694,Low
El Calaboz,74695,Low
El Camino Angosto,74696,Low
El Caney,74697,Low
El Campo Club Community,74698,Low
El Carro,74699,Low
El Cenizo,74700,Low
El Indio,74701,Low
El Jardin Del Mar,74702,Low
El Lago,74703,Low
El Martillo,74704,Low
El Oso,74705,Low
El Sauz,74706,Low
El Tesoro,74707,Low
Eldorado Center,74708,Low
Electric City,74709,Low
Elevation,74710,Low
Eliasville,74711,Low
Ellinger,74712,Low
Elm Flat,74713,Low
Elm Mott,74714,Low
Elmaton,74715,Low
Elmendorf,74716,Low
Elmina,74717,Low
Elmtown,74718,Low
Elysian Fields,74719,Low
Emberson,74720,Low
Emerson Place,74721,Low
Emhouse,74722,Low
Enchanted Oaks,74723,Low
Engleman Gardens,74724,Low
English Crossing,74725,Low
Enochs,74726,Low
Eolian,74727,Low
Erna,74728,Low
Escobares,74729,Low
Escobas,74730,Low
Esperson,74731,Low
Esseville,74732,Low
Estacado,74733,Low
Etholen,74734,Low
Eubank Acres,74735,Low
Euless,74736,Low
Eustace,74737,Low
Evant,74738,Low
Everman,74739,Low
Ewelder,74740,Low
Fabens,74741,Low
Fada,74742,Low
Exell,74743,Low
Eylau,74744,Low
Ezzell,74745,Low
Fairchilds,74746,Low
Fairlie,74747,Low
Fairy,74748,Low
Falcon Lake,74749,Low
Falcon Lake Estates,74750,Low
Falcon Mesa,74751,Low
Falcon Village,74752,Low
Falfurrias,74753,Low
Famuliner,74754,Low
Fannett,74755,Low
Farmers Branch,74756,Low
Farrsville,74757,Low
Fashing,74758,Low
Fate,74759,Low
Faubion Crossing,74760,Low
Faught,74761,Low
Fawil,74762,Low
Fayburg,74763,Low
Fays Corner,74764,Low
Faysville,74765,Low
Fedor,74766,Low
Ferguson Crossing,74767,Low
Fetzer,74768,Low
Field Creek,74769,Low
Fieldton,74770,Low
Fifth Street,74771,Low
Figridge,74772,Low
Files Valley,74773,Low
Finlay,74774,Low
First Colony,74775,Low
First Crossing,74776,Low
Fisk Crossing,74777,Low
Fitze,74778,Low
Flat Prairie,74779,Low
Flatonia,74780,Low
Flo,74781,Low
Flomot,74782,Low
Flatrock Ford,74783,Low
Flatrock Crossing,74784,Low
Floresville,74785,Low
Florey,74786,Low
Flour Bluff,74787,Low
Flour Bluff Junction,74788,Low
Flowella,74789,Low
Flower Grove,74790,Low
Flower Mound,74791,Low
Floy,74792,Low
Floydada,74793,Low
Flugrath,74794,Low
Foard City,74795,Low
Fodice,74796,Low
Fog Town,74797,Low
Follett,74798,Low
Folley,74799,Low
Ford Oaks,74800,Low
Fords Prairie,74801,Low
Fordtran,74802,Low
Forsan,74803,Low
Fort Chadbourne,74804,Low
Fort Clark Springs,74805,Low
Fort Crockett,74806,Low
Fort Griffin,74807,Low
Fort Inge,74808,Low
Fort Lancaster,74809,Low
Fort Mcintosh,74810,Low
Fort Parker,74811,Low
Fort Mckavett,74812,Low
Fort Quitman,74813,Low
Fort Spunky,74814,Low
Fort Stockton,74815,Low
Fort Travis,74816,Low
Foster Place,74817,Low
Four Corner Windmill,74818,Low
Four Way,74819,Low
Fourmile Crossing,74820,Low
Fox Landing,74821,Low
Frame,74822,Low
Francitas,74823,Low
Frankel City,74824,Low
Frankell,74825,Low
Frankston,74826,Low
Fratt,74827,Low
Fredonia Hill,74828,Low
Freemound,74829,Low
Freeneytown,74830,Low
Freer,74831,Low
Freiheit,74832,Low
Frelsburg,74833,Low
Frenstat,74834,Low
Fresenius,74835,Low
Freyburg,74836,Low
Friars,74837,Low
Friday,74838,Low
Frige Settlement,74839,Low
Frio Town,74840,Low
Friona,74841,Low
Fritch,74842,Low
Frog,74843,Low
Frog Hop,74844,Low
Frognot,74845,Low
Fronton,74846,Low
Frosa,74847,Low
Frydek,74848,Low
Fulbright,74849,Low
Fulshear,74850,Low
Fuqua,74851,Low
Furguson,74852,Low
Gadston,74853,Low
Gage Corner Windmill,74854,Low
Gageby,74855,Low
Gail,74856,Low
Gainesmore,74857,Low
Galena Park,74858,Low
Galle,74859,Low
Gamblin,74860,Low
Garceno,74861,Low
Garciasville,74862,Low
Garden Ridge,74863,Low
Garza Crossing,74864,Low
Gartman View,74865,Low
Garretts Bluff,74866,Low
Gay Hill,74867,Low
Gentry Crossing,74868,Low
George West,74869,Low
Gibtown,74870,Low
Gilbert Landing,74871,Low
Gilbreth,74872,Low
Gilburg,74873,Low
Gilliland,74874,Low
Gilson Groves,74875,Low
Ginger,74876,Low
Ginsite,74877,Low
Girvin,74878,Low
Gladewater,74879,Low
Gladewater Park,74880,Low
Gladstell,74881,Low
Glaze City,74882,Low
Glazier,74883,Low
Glen Flora,74884,Low
Glen Hill,74885,Low
Glenfawn,74886,Low
Goldfinch,74887,Low
Goldthwaite,74888,Low
Goliad,74889,Low
Golinda,74890,Low
Golly,74891,Low
Goober Hill,74892,Low
Goodlett,74893,Low
Goodlow Park,74894,Low
Gordon Junction,74895,Low
Goree,74896,Low
Gospel Hill,74897,Low
Gouldbusk,74898,Low
Gover,74899,Low
Gozar,74900,Low
Graford,74901,Low
Granbury,74902,Low
Grand Bluff,74903,Low
Grandfalls,74904,Low
Grand Saline,74905,Low
Grangerland,74906,Low
Granite Shoals,74907,Low
Granjeno,74908,Low
Grapetown,74909,Low
Grass Pond Colony,74910,Low
Gray Crossing,74911,Low
Gray Mule,74912,Low
Grayback,74913,Low
Grayburg,74914,Low
Grays Prairie,74915,Low
Greatwood,74916,Low
Green Valley Farms,74917,Low
Greens Bayou,74918,Low
Greens Bluff,74919,Low
Greenshores,74920,Low
Greenvine,74921,Low
Greggton,74922,Low
Grey Forest,74923,Low
Gribble,74924,Low
Grice,74925,Low
Griffing Park,74926,Low
Grisham Pumping Station,74927,Low
Grit,74928,Low
Groceville,74929,Low
Groom,74930,Low
Grossville,74931,Low
Grow,74932,Low
Grub Hill,74933,Low
Grubbe,74934,Low
Gruenau,74935,Low
Gruene,74936,Low
Gruhlkey,74937,Low
Guadalupe Heights,74938,Low
Guda,74939,Low
Guerra,74940,Low
Gulf Hill,74941,Low
Gun Barrel City,74942,Low
Haby Crossing,74943,Low
Hackberry Crossing,74944,Low
Haeckerville,74945,Low
Hagansport,74946,Low
Hale Center,74947,Low
Halesboro,74948,Low
Hallettsville,74949,Low
Hallmark Crossing,74950,Low
Halls Bluff,74951,Low
Hallsburg,74952,Low
Halsted,74953,Low
Haltom City,74954,Low
Hammetts Crossing,74955,Low
Hamon,74956,Low
Hamshire,74957,Low
Hanger,74958,Low
Hankamer,74959,Low
Happy Union,74960,Low
Harbor Grove,74961,Low
Hardy Heights,74962,Low
Hargill,74963,Low
Harker Heights,74964,Low
Harkeyville,74965,Low
Harleton,74966,Low
Harmaston,74967,Low
Harpers Crossing,74968,Low
Harrison Town,74969,Low
Hartburg,74970,Low
Hartex,74971,Low
Harts Bluff,74972,Low
Hasima,74973,Low
Haslam,74974,Low
Haslet,74975,Low
Hasse,74976,Low
Hatchel,74977,Low
Hawdon,74978,Low
Hawk Cove,74979,Low
Hayford Crossing,74980,Low
Hays City,74981,Low
Hays Spring,74982,Low
Hayward Junction,74983,Low
Headsville,74984,Low
Heaker,74985,Low
Heakers,74986,Low
Hearne,74987,Low
Hebbronville,74988,Low
Heckville,74989,Low
Hedley,74990,Low
Hedwig Village,74991,Low
Hedwigs Hill,74992,Low
Hefner,74993,Low
Hegar,74994,Low
Heidenheimer,74995,Low
Heights,74996,Low
Helbig,74997,Low
Heldnfelt,74998,Low
Helmic,74999,Low
Helms,75000,Low
Helotes,75001,Low
Hemming,75002,Low
Henkhaus,75003,Low
Henly,75004,Low
Hermits Cove,75005,Low
Hermleigh,75006,Low
Herty,75007,Low
Heyser,75008,Low
Hicksbaugh,75009,Low
Hickston,75010,Low
Hidden Echo,75011,Low
Hideaway,75012,Low
Hideaway Hill,75013,Low
Highbank,75014,Low
Highland Waters,75015,Low
Hilburn,75016,Low
Hilda Siding,75017,Low
Hill Country Village,75018,Low
Hillebrandt,75019,Low
Hillister,75020,Low
Hillje,75021,Low
Hills Prairie,75022,Low
Hilltop Lakes,75023,Low
Hilshire Village,75024,Low
Hindes,75025,Low
Hinds,75026,Low
Hishway,75027,Low
Hoard,75028,Low
Hitson,75029,Low
Hoban,75030,Low
Hitchland,75031,Low
Hochheim,75032,Low
Hoefer,75033,Low
Hoen,75034,Low
Hogg,75035,Low
Hogpen Crossing,75036,Low
Hockley,75037,Low
Holiday Lakes,75038,Low
Holland Quarters,75039,Low
Hollicott Crossing,75040,Low
Homer Junction,75041,Low
Homestead Meadows North,75042,Low
Homestead Meadows,75043,Low
Homestead Meadows South,75044,Low
Honea,75045,Low
Hoop And Holler,75046,Low
Hoot,75047,Low
Hoot And Holler Crossing,75048,Low
Horizon City,75049,Low
Horsehead Crossing,75050,Low
Hornsby Bend,75051,Low
Horseshoe Bay,75052,Low
Hostyn,75053,Low
Houmont Park,75054,Low
House Crossing,75055,Low
Houston Heights,75056,Low
Howards,75057,Low
Howardwick,75058,Low
Howth,75059,Low
Hoyte,75060,Low
Huckabay,75061,Low
Hudd,75062,Low
Hudson Bend,75063,Low
Hudson Chapel,75064,Low
Hudson Mast,75065,Low
Hudson Oaks,75066,Low
Huff Creek,75067,Low
Huffins,75068,Low
Hufsmith,75069,Low
Hughes Springs,75070,Low
Hulldale,75071,Low
Hulver,75072,Low
Humble Camp,75073,Low
Hunt Crossing,75074,Low
Hunters Creek Village,75075,Low
Huntoon,75076,Low
Hurlwood,75077,Low
Hurnville,75078,Low
Hurstown,75079,Low
Hutto,75080,Low
Hye,75081,Low
Hynds City,75082,Low
Iago,75083,Low
Idalou,75084,Low
Idyle Hour Acres,75085,Low
Ike,75086,Low
Illinois Bend,75087,Low
Impact,75088,Low
Inadale,75089,Low
Inari,75090,Low
Indian Gap,75091,Low
Ingleside On-The-Bay,75092,Low
Iowa Colony,75093,Low
Iowa Park,75094,Low
Iraan,75095,Low
Ironosa,75096,Low
Iser,75097,Low
Isla,75098,Low
Islitas,75099,Low
Izoro,75100,Low
Jacinto City,75101,Low
J And E Junction,75102,Low
Jacob Settlement,75103,Low
Jacobia,75104,Low
Jagoe,75105,Low
Jamaica Beach,75106,Low
Jardin,75107,Low
Jasper Heights,75108,Low
Jayell,75109,Low
Jayton,75110,Low
Jeanetta,75111,Low
Jentsch Acres,75112,Low
Jersey Village,75113,Low
Jiba,75114,Low
Jinks Branch,75115,Low
Joaquin,75116,Low
Joe,75117,Low
Johnfarris,75118,Low
Johnsons Station,75119,Low
Johnstone,75120,Low
Johnsue,75121,Low
Joinerville,75122,Low
Jones Prairie,75123,Low
Josselet,75124,Low
Josserand,75125,Low
Jourdanton,75126,Low
Jubilee Springs,75127,Low
Juilliard,75128,Low
Juliff,75129,Low
Junction Windmill,75130,Low
Justiceburg,75131,Low
Justin,75132,Low
K-Bar Ranch,75133,Low
Kadane Corner,75134,Low
Kaffir,75135,Low
Kalgary,75136,Low
Kamay,75137,Low
Kamey,75138,Low
Karen,75139,Low
Karnack,75140,Low
Karnes City,75141,Low
Karon,75142,Low
Katemcy,75143,Low
Keechi,75144,Low
Kay Bee Heights,75145,Low
Keeter,75146,Low
Keithton,75147,Low
Kelland Heights,75148,Low
Kelsay,75149,Low
Keltys,75150,Low
Kemah,75151,Low
Kempner,75152,Low
Kendalia,75153,Low
Kendleton,75154,Low
Kenedy,75155,Low
Kenefick,75156,Low
Kennedale,75157,Low
Kennemer Crossing,75158,Low
Kensing,75159,Low
Kentucky Town,75160,Low
Kentwood Manor,75161,Low
Keys Crossing,75162,Low
Kildare Junction,75163,Low
Killeen,75164,Low
Kinard Estates,75165,Low
Kincheonville,75166,Low
Kings Village,75167,Low
Kingsmill,75168,Low
Kingsmill Camp,75169,Low
Kinkler,75170,Low
Kinsloe,75171,Low
Kinwood,75172,Low
Kiomatia,75173,Low
Kirvin,75174,Low
Kitalou,75175,Low
Kleberg,75176,Low
Klump,75177,Low
Knight Crossing,75178,Low
Knights Bluff Landing,75179,Low
Knippa,75180,Low
Knoblaw,75181,Low
Knolle,75182,Low
Koerth,75183,Low
Kohrville,75184,Low
Kokernot,75185,Low
Koockville,75186,Low
Kopernik Shores,75187,Low
Koppe,75188,Low
Kopperl,75189,Low
Kosse,75190,Low
Kountze,75191,Low
Kovar,75192,Low
Krebsville,75193,Low
Kreutzberg,75194,Low
Kriebaum Place,75195,Low
Krum,75196,Low
Krugerville,75197,Low
Kubala Store,75198,Low
Kurten,75199,Low
Kyote,75200,Low
La Aura Crossing,75201,Low
La Bahia,75202,Low
La Blanca,75203,Low
La Casa,75204,Low
La Casita,75205,Low
La Cerda,75206,Low
La Coste,75207,Low
La Feria,75208,Low
La Feria North,75209,Low
La Fruta,75210,Low
La Gloria,75211,Low
La Grulla,75212,Low
La Guna,75213,Low
La Homa,75214,Low
La India,75215,Low
La Leona,75216,Low
La Marque,75217,Low
La Para,75218,Low
La Parita,75219,Low
La Parra Landing,75220,Low
La Penusca,75221,Low
La Pryor,75222,Low
La Puerta,75223,Low
La Reforma,75224,Low
La Rosita,75225,Low
La Tuna,75226,Low
La Vernia,75227,Low
La Victoria,75228,Low
La Villa,75229,Low
La Ward,75230,Low
Laban,75231,Low
Laceola,75232,Low
Lackland City,75233,Low
Lackland Heights,75234,Low
Lackland Terrace,75235,Low
Lacy-Lakeview,75236,Low
Lagarto,75237,Low
Lago Vista,75238,Low
Laguna Heights,75239,Low
Laguna Park,75240,Low
Laguna Seca,75241,Low
Laguna Vista,75242,Low
Lahey,75243,Low
Laird Hill,75244,Low
Lajitas,75245,Low
Lake Bridgeport,75246,Low
Lake Barbara,75247,Low
Lake Brownwood,75248,Low
Lake Dallas,75249,Low
Lake Jackson Farms,75250,Low
Lake Kiowa,75251,Low
Lake Medina Highlands,75252,Low
Lake Tanglewood,75253,Low
Lake Victor,75254,Low
Lakefront Lodge,75255,Low
Lakenon,75256,Low
Lakeside City,75257,Low
Lakeview Assembly,75258,Low
Lakewood Harbor,75259,Low
Laman,75260,Low
Lamar Terrace,75261,Low
Lamesa,75262,Low
Lampasas,75263,Low
Landa Park Highlands,75264,Low
Landergin,75265,Low
Lanely,75266,Low
Laneport,75267,Low
Lanetown,75268,Low
Langtry,75269,Low
Lannius,75270,Low
Laredo Ranchettes,75271,Low
Larga Vista,75272,Low
Lariat,75273,Low
Las Lomitas,75274,Low
Las Lulas,75275,Low
Las Milpas,75276,Low
Las Quintas Fronterizas,75277,Low
Las Rusias,75278,Low
Las Tiendas,75279,Low
Las Yescas,75280,Low
Lasana,75281,Low
Lasara,75282,Low
Lassater,75283,Low
Latch,75284,Low
Latium,75285,Low
Latexo,75286,Low
Lauback,75287,Low
Laureles,75288,Low
Lautz,75289,Low
Lavon Beach Estates,75290,Low
Lavon Lake Lodges,75291,Low
Lavon Shores Estates,75292,Low
Lawrence Springs,75293,Low
Lawson Crossing,75294,Low
Lazare,75295,Low
Lazbuddie,75296,Low
Le Verte,75297,Low
League City,75298,Low
Leaday,75299,Low
Leagueville,75300,Low
Leakey,75301,Low
Ledbetter Hills,75302,Low
Lee Spring,75303,Low
Leedale,75304,Low
Lefman,75305,Low
Lefors,75306,Low
Legion,75307,Low
Lelavale,75308,Low
Lelia Lake,75309,Low
Lemley,75310,Low
Lemonville,75311,Low
Lenorah,75312,Low
Leon Junction,75313,Low
Leon Springs,75314,Low
Leon Valley,75315,Low
Lesley,75316,Low
Levelland,75317,Low
Levinson,75318,Low
Levita,75319,Low
Lider,75320,Low
Lightner,75321,Low
Lilbert,75322,Low
Lillard,75323,Low
Lily Island,75324,Low
Lindberg,75325,Low
Lingleville,75326,Low
Link Five,75327,Low
Linn Flat,75328,Low
Lipan,75329,Low
Lissie,75330,Low
Littig,75331,Low
Little Elm,75332,Low
Little Ridge,75333,Low
Little River-Academy,75334,Low
Live Oak Resorts,75335,Low
Llano Grande,75336,Low
Lobo,75337,Low
Lochridge,75338,Low
Locker,75339,Low
Lockett,75340,Low
Lockettville,75341,Low
Lockney,75342,Low
Loeb,75343,Low
Loebau,75344,Low
Lohn,75345,Low
Loire,75346,Low
Lolita,75347,Low
Lolaville,75348,Low
Loma Alta,75349,Low
Loma Pelona,75350,Low
Loma Terrace,75351,Low
Lometa,75352,Low
Lone Camp,75353,Low
Lone Cedar,75354,Low
Lone Willow,75355,Low
Long Mott,75356,Low
Longhorn,75357,Low
Longpoint,75358,Low
Looneyville,75359,Low
Lopeno,75360,Low
Lopezville,75361,Low
Lora,75362,Low
Lord,75363,Low
Los Alvarez,75364,Low
Los Angeles Subdivision,75365,Low
Los Barreras,75366,Low
Los Cuates,75367,Low
Los Ebanos,75368,Low
Los Fresnos,75369,Low
Los Garzas,75370,Low
Los Lomas,75371,Low
Los Ojuelos,75372,Low
Los Velas,75373,Low
Los Villareales,75374,Low
Los Ybanez,75375,Low
Losoya,75376,Low
Lost Creek Place,75377,Low
Lotta,75378,Low
Louetta,75379,Low
Louis Granger Place,75380,Low
Lovelady,75381,Low
Lovell Lake,75382,Low
Lowake,75383,Low
Lowry Crossing,75384,Low
Loy Place,75385,Low
Loyal Valley,75386,Low
Loyola Beach,75387,Low
Lozano,75388,Low
Lozier,75389,Low
Lubbock,75390,Low
Luckenbach,75391,Low
Lucky Ridge,75392,Low
Lueders,75393,Low
Lufkin,75394,Low
Luke Wilson,75395,Low
Lull,75396,Low
Lumkins,75397,Low
Lumm,75398,Low
Lums Chapel,75399,Low
Lunas,75400,Low
Luxello,75401,Low
Lyday Crossing,75402,Low
Lynchburg Landing,75403,Low
Lytton Springs,75404,Low
M K Crossing,75405,Low
Mabank,75406,Low
Mabelle,75407,Low
Mabry,75408,Low
Mac Bain,75409,Low
Macdona,75410,Low
Machovec,75411,Low
Macune,75412,Low
Madero,75413,Low
Magasco,75414,Low
Magers Crossing,75415,Low
Magnolia Hills,75416,Low
Magoun,75417,Low
Magwalt,75418,Low
Maha,75419,Low
Mahl,75420,Low
Mahoney,75421,Low
Malakoff,75422,Low
Malvado,75423,Low
Mambrino,75424,Low
Manchaca,75425,Low
Manda,75426,Low
Mankins,75427,Low
Mankins Mill,75428,Low
Mann Crossing,75429,Low
Mantu,75430,Low
Maple Crest Acres,75431,Low
Marak,75432,Low
Marble Falls,75433,Low
Marfa,75434,Low
Mariam,75435,Low
Marilee,75436,Low
Marjorie,75437,Low
Markley,75438,Low
Markout,75439,Low
Marly,75440,Low
Marshall Creek,75441,Low
Marshall Ford,75442,Low
Marshall Springs,75443,Low
Marshy Springs,75444,Low
Mart,75445,Low
Marvels,75446,Low
Maryetta,75447,Low
Maryneal,75448,Low
Mason Crossing,75449,Low
Mason Lake Estates,75450,Low
Massa,75451,Low
Massey Lake,75452,Low
Matador,75453,Low
Masterson,75454,Low
Matinburg,75455,Low
Matthews Place,75456,Low
Maudlowe,75457,Low
Mauriceville,75458,Low
Maxdale,75459,Low
Maxey Town,75460,Low
Maxwell Crossing,75461,Low
Mayd,75462,Low
Maydelle,75463,Low
Maypearl,75464,Low
Mays Crossing,75465,Low
Maysfield,75466,Low
Mcallen,75467,Low
Mccamey,75468,Low
Mccaulley,75469,Low
Mcclanahan,75470,Low
Mccroskey,75471,Low
Mcfaddin,75472,Low
Mcfarland Place,75473,Low
Mchattie,75474,Low
Mckeichan Crossing,75475,Low
Mckinney Springs,75476,Low
Mclendon-Chisholm,75477,Low
Mcnair Village,75478,Low
Mcqueeney,75479,Low
Mcnorton,75480,Low
Meaders,75481,Low
Meador Grove,75482,Low
Meadowlakes,75483,Low
Meadows Place,75484,Low
Medicine Mound,75485,Low
Melendy,75486,Low
Melissa,75487,Low
Melo,75488,Low
Melody Hills,75489,Low
Melon,75490,Low
Mendiates,75491,Low
Mendoza,75492,Low
Menlow,75493,Low
Mentz,75494,Low
Mercedes,75495,Low
Mereta,75496,Low
Merito,75497,Low
Merkel,75498,Low
Merle,75499,Low
Merrelltown,75500,Low
Mertens,75501,Low
Mertzon,75502,Low
Metcalf Gap,75503,Low
Mewshaw,75504,Low
Meyerland,75505,Low
Mico,75506,Low
Midcity,75507,Low
Middle Crossing,75508,Low
Middle Water,75509,Low
Middlewell,75510,Low
Midkiff,75511,Low
Midline,75512,Low
Midway Crossing,75513,Low
Midway North,75514,Low
Midway South,75515,Low
Miguel,75516,Low
Mikeska,75517,Low
Mila Doce,75518,Low
Milam,75519,Low
Milano,75520,Low
Military Crossing,75521,Low
Millers Cove,75522,Low
Millersview,75523,Low
Millsap,75524,Low
Millsville,75525,Low
Milvid,75526,Low
Minchin,75527,Low
Minera,75528,Low
Mineral Heights,75529,Low
Mingus,75530,Low
Minnetex,75531,Low
Minters Chapel,75532,Low
Mirando City,75533,Low
Mission Bend,75534,Low
Mitchell Crossing,75535,Low
Mobeetie,75536,Low
Mobile City,75537,Low
Mofeta,75538,Low
Monahans,75539,Low
Monkstown,75540,Low
Mont Belvieu,75541,Low
Montalba,75542,Low
Monte Alto,75543,Low
Monte Christo,75544,Low
Montell,75545,Low
Montfort,75546,Low
Monthalia,75547,Low
Montopolis,75548,Low
Moonshine Hill,75549,Low
Moore Grove,75550,Low
Moore Settlement,75551,Low
Moore Station,75552,Low
Moores Crossing,75553,Low
Morgan Farm Area,75554,Low
Morgan Mill,75555,Low
Morgans Point,75556,Low
Morgans Point Resort,75557,Low
Morita,75558,Low
Morris Grove,75559,Low
Morris Ranch,75560,Low
Morrison Falls,75561,Low
Morse Junction,75562,Low
Morton Valley,75563,Low
Mostyn,75564,Low
Mound Prairie,75565,Low
Mount Calm,75566,Low
Mount Enterprise,75567,Low
Mount Evergreen,75568,Low
Mount Gainor,75569,Low
Mount Houston,75570,Low
Mount Joy Crossing,75571,Low
Mount Lucas,75572,Low
Mount Morian,75573,Low
Mount Selman,75574,Low
Mount Sylvan,75575,Low
Mountain Heaven,75576,Low
Mountain Peak,75577,Low
Moursund,75578,Low
Mozo,75579,Low
Muehlsville,75580,Low
Muellersville,75581,Low
Muenster,75582,Low
Muil,75583,Low
Mulberry Springs,75584,Low
Muldoon,75585,Low
Mulkey,75586,Low
Mullin,75587,Low
Mullins Crossing,75588,Low
Munday,75589,Low
Mungerville,75590,Low
Muniz,75591,Low
Musgrove,75592,Low
Mustang Beach,75593,Low
Mustang Ridge,75594,Low
Mykawa,75595,Low
Myrtle Springs,75596,Low
Nacogdoches,75597,Low
Nada,75598,Low
Narcisso,75599,Low
Nat,75600,Low
Navarro Mills,75601,Low
